Date,Sales_USD_cumsum,Number_of_Sales_cumsum,Sales_USD,Number_of_Sales
2019-05-18,80708085,2841675,117575,3708
2019-05-19,80794996,2845455,86911,3780
2019-05-20,80895839,2848872,100842,3417
2019-05-21,80992235,2852099,96396,3227
2019-05-22,81068212,2855381,75977,3282
2019-05-23,81148538,2858391,80325,3010
2019-05-24,81316964,2862740,168425,4349
2019-05-25,81408772,2867818,91808,5078
2019-05-26,81481625,2872632,72852,4814
2019-05-27,81668311,2877183,186686,4551
2019-05-28,81768322,2882451,100011,5268
2019-05-29,81839057,2887235,70734,4784
2019-05-30,81904964,2893066,65906,5831
2019-05-31,81991307,2897746,86343,4680
2019-06-01,82039390,2900653,48083,2907
2019-06-02,82106194,2903654,66803,3001
2019-06-03,82220140,2906593,113945,2939
2019-06-04,82263907,2909080,43767,2487
2019-06-05,82319953,2912312,56046,3232
2019-06-06,82377347,2914997,57393,2685
2019-06-07,82482671,2918853,105324,3856
2019-06-08,82518393,2921986,35722,3133
2019-06-09,82566943,2926776,48549,4790
2019-06-10,82615460,2929806,48517,3030
2019-06-11,82658420,2933407,42960,3601
2019-06-12,82726896,2937232,68476,3825
2019-06-13,82807420,2941501,80523,4269
2019-06-14,82871815,2944927,64394,3426
2019-06-15,82930432,2948321,58616,3394
2019-06-16,83005365,2952412,74932,4091
2019-06-17,83055550,2955441,50185,3029
2019-06-18,83190646,2958473,135096,3032
2019-06-19,83307043,2961417,116396,2944
2019-06-20,83382691,2963661,75648,2244
2019-06-21,83561867,2966947,179175,3286
2019-06-22,83682676,2970817,120809,3870
2019-06-23,83738071,2974577,55394,3760
2019-06-24,83862964,2978376,124893,3799
2019-06-25,83909825,2981215,46860,2839
2019-06-26,83984955,2983996,75130,2781
2019-06-27,84028076,2985786,43120,1790
2019-06-28,84071953,2987618,43877,1832
2019-06-29,84134781,2990472,62828,2854
2019-06-30,84174305,2992482,39523,2010
2019-07-01,84199351,2993983,25045,1501
2019-07-02,84230005,2995501,30654,1518
2019-07-03,84267118,2997248,37113,1747
2019-07-04,84323144,2999777,56025,2529
2019-07-05,84375179,3001901,52034,2124
2019-07-06,84404566,3004950,29386,3049
2019-07-07,84457738,3007835,53171,2885
2019-07-08,84510888,3010418,53150,2583
2019-07-09,84578100,3013369,67212,2951
2019-07-10,84668075,3016036,89975,2667
2019-07-11,84726525,3017933,58449,1897
2019-07-12,84762512,3020374,35986,2441
2019-07-13,84805175,3023160,42663,2786
2019-07-14,84860289,3025875,55113,2715
2019-07-15,84929579,3028395,69290,2520
2019-07-16,84974730,3029557,45150,1162
2019-07-17,85037052,3032312,62322,2755
2019-07-18,85095154,3036639,58102,4327
2019-07-19,85122628,3039618,27473,2979
2019-07-20,85158993,3044397,36365,4779
2019-07-21,85196017,3049169,37023,4772
2019-07-22,85232358,3052655,36341,3486
2019-07-23,85265038,3056347,32680,3692
2019-07-24,85290536,3059196,25498,2849
2019-07-25,85314735,3061749,24199,2553
2019-07-26,85347396,3065840,32660,4091
2019-07-27,85381367,3069790,33970,3950
2019-07-28,85414978,3073712,33611,3922
2019-07-29,85467270,3077607,52291,3895
2019-07-30,85517355,3081842,50084,4235
2019-07-31,85574309,3085477,56954,3635
2019-08-01,85649006,3088603,74697,3126
2019-08-02,85683121,3091495,34114,2892
2019-08-03,85723105,3094965,39984,3470
2019-08-04,85759846,3098674,36740,3709
2019-08-05,85789402,3101951,29556,3277
2019-08-06,85823907,3104078,34505,2127
2019-08-07,85860876,3106902,36969,2824
2019-08-08,85901665,3109761,40788,2859
2019-08-09,85943145,3112553,41480,2792
2019-08-10,85964862,3114694,21716,2141
2019-08-11,85988844,3117052,23982,2358
2019-08-12,86094305,3119477,105460,2425
2019-08-13,86137339,3122062,43034,2585
2019-08-14,86175209,3124846,37870,2784
2019-08-15,86209777,3127450,34567,2604
2019-08-16,86254924,3130150,45147,2700
2019-08-17,86277666,3133831,22741,3681
2019-08-18,86299097,3137605,21431,3774
2019-08-19,86330382,3140021,31284,2416
2019-08-20,86356663,3147012,26280,6991
2019-08-21,86382167,3151665,25504,4653
2019-08-22,86424060,3155695,41892,4030
2019-08-23,86464423,3159723,40363,4028
2019-08-24,86506504,3165183,42080,5460
2019-08-25,86541558,3168791,35053,3608
2019-08-26,86591551,3171253,49993,2462
2019-08-27,86619236,3175458,27685,4205
2019-08-28,86684042,3179290,64805,3832
2019-08-29,86728580,3182725,44537,3435
2019-08-30,86758989,3186500,30408,3775
2019-08-31,86805505,3192170,46515,5670
2019-09-01,86853038,3197392,47533,5222
2019-09-02,86895703,3201823,42664,4431
2019-09-03,86933901,3204961,38198,3138
2019-09-04,87021664,3207931,87762,2970
2019-09-05,87057663,3210063,35999,2132
2019-09-06,87086739,3211571,29075,1508
2019-09-07,87111752,3213080,25013,1509
2019-09-08,87156555,3214529,44802,1449
2019-09-09,87232795,3215922,76240,1393
2019-09-10,87263941,3217099,31145,1177
2019-09-11,87295754,3218364,31813,1265
2019-09-12,87334637,3219674,38882,1310
2019-09-13,87399523,3220964,64886,1290
2019-09-14,87435812,3223841,36288,2877
2019-09-15,87464018,3226395,28206,2554
2019-09-16,87503497,3227651,39479,1256
2019-09-17,87534113,3228735,30615,1084
2019-09-18,87563680,3229879,29566,1144
2019-09-19,87638947,3231005,75267,1126
2019-09-20,87661314,3231890,22366,885
2019-09-21,87693130,3234236,31816,2346
2019-09-22,87724371,3236337,31240,2101
2019-09-23,87756593,3237839,32222,1502
2019-09-24,87793933,3239072,37340,1233
2019-09-25,87825393,3240155,31460,1083
2019-09-26,87858309,3241293,32915,1138
2019-09-27,87879916,3242298,21606,1005
2019-09-28,87899409,3244347,19492,2049
2019-09-29,87973530,3246910,74120,2563
2019-09-30,88004401,3249054,30871,2144
2019-10-01,88043827,3252856,39426,3802
2019-10-02,88081596,3256471,37769,3615
2019-10-03,88111642,3260549,30046,4078
2019-10-04,88143236,3263872,31594,3323
2019-10-05,88162416,3267328,19179,3456
2019-10-06,88216445,3270146,54029,2818
2019-10-07,88259599,3273271,43153,3125
2019-10-08,88300189,3276520,40590,3249
2019-10-09,88396925,3281991,96735,5471
2019-10-10,88445744,3286064,48818,4073
2019-10-11,88473882,3291170,28138,5106
2019-10-12,88504065,3294418,30182,3248
2019-10-13,88579608,3297588,75543,3170
2019-10-14,88691241,3301044,111633,3456
2019-10-15,88934695,3305700,243453,4656
2019-10-16,89112276,3309175,177581,3475
2019-10-17,89263591,3313825,151315,4650
2019-10-18,89390214,3317987,126622,4162
2019-10-19,89512645,3321923,122431,3936
2019-10-20,89785568,3330484,272923,8561
2019-10-21,89865192,3333637,79624,3153
2019-10-22,89951938,3336877,86745,3240
2019-10-23,90018251,3339135,66312,2258
2019-10-24,90091082,3341422,72830,2287
2019-10-25,90173269,3344100,82187,2678
2019-10-26,90262680,3348091,89410,3991
2019-10-27,90357420,3351695,94739,3604
2019-10-28,90431726,3355531,74306,3836
2019-10-29,90498488,3358476,66761,2945
2019-10-30,90578922,3361337,80434,2861
2019-10-31,90644225,3364137,65303,2800
2019-11-01,90694364,3367562,50138,3425
2019-11-02,90760575,3371567,66211,4005
2019-11-03,90846592,3374721,86016,3154
2019-11-04,90903596,3377582,57004,2861
2019-11-05,90954006,3380794,50409,3212
2019-11-06,91015947,3385902,61940,5108
2019-11-07,91085423,3391511,69475,5609
2019-11-08,91126610,3396010,41186,4499
2019-11-09,91164657,3401185,38047,5175
2019-11-10,91227114,3406221,62457,5036
2019-11-11,91304529,3409763,77415,3542
2019-11-12,91352810,3413515,48281,3752
2019-11-13,91394569,3417360,41758,3845
2019-11-14,91434468,3419989,39898,2629
2019-11-15,91460161,3422990,25693,3001
2019-11-16,91482412,3426189,22250,3199
2019-11-17,91534742,3428873,52329,2684
2019-11-18,91582593,3432019,47851,3146
2019-11-19,91629341,3434956,46748,2937
2019-11-20,91672526,3437924,43184,2968
2019-11-21,91714865,3440632,42338,2708
2019-11-22,91853668,3453740,138803,13108
2019-11-23,91955177,3471651,101509,17911
2019-11-24,92052991,3491437,97814,19786
2019-11-25,92134205,3501783,81213,10346
2019-11-26,92197004,3514069,62799,12286
2019-11-27,92290375,3525915,93370,11846
2019-11-28,92368172,3536256,77796,10341
2019-11-29,92470373,3555083,102200,18827
2019-11-30,92555969,3568514,85596,13431
2019-12-01,92643598,3585321,87628,16807
2019-12-02,92713418,3598669,69819,13348
2019-12-03,92800189,3607049,86771,8380
2019-12-04,92876034,3614574,75844,7525
2019-12-05,93033435,3624789,157401,10215
2019-12-06,93094353,3633025,60917,8236
2019-12-07,93157285,3642599,62931,9574
2019-12-08,93231743,3653643,74458,11044
2019-12-09,93344972,3663002,113228,9359
2019-12-10,93433993,3670877,89021,7875
2019-12-11,93514927,3679119,80934,8242
2019-12-12,93587709,3687275,72782,8156
2019-12-13,93637718,3693222,50009,5947
2019-12-14,93697101,3699788,59383,6566
2019-12-15,93749392,3705778,52290,5990
2019-12-16,93818984,3710856,69592,5078
2019-12-17,93880435,3714744,61450,3888
2019-12-18,94094106,3721285,213670,6541
2019-12-19,94202083,3727461,107977,6176
2019-12-20,94303761,3732326,101677,4865
2019-12-21,94388177,3739265,84416,6939
2019-12-22,94455472,3747796,67295,8531
2019-12-23,94526806,3752310,71333,4514
2019-12-24,94595556,3757292,68750,4982
2019-12-25,94660332,3762801,64775,5509
2019-12-26,94771822,3768274,111489,5473
2019-12-27,94852947,3775834,81125,7560
2019-12-28,94914717,3783121,61769,7287
2019-12-29,94995249,3790228,80532,7107
2019-12-30,95052484,3795608,57235,5380
2019-12-31,95106349,3801416,53865,5808
2020-01-01,95168614,3809050,62264,7634
2020-01-02,95240561,3817890,71946,8840
2020-01-03,95327247,3826343,86685,8453
2020-01-04,95467863,3838413,140615,12070
2020-01-05,95539808,3848129,71945,9716
2020-01-06,95652713,3854002,112904,5873
2020-01-07,95756595,3861968,103882,7966
2020-01-08,95837090,3867962,80494,5994
2020-01-09,95890791,3874810,53701,6848
2020-01-09,95891369,3874962,577,152
2020-01-10,95954944,3880917,63574,5955
2020-01-11,96032642,3888263,77698,7346
2020-01-12,96091486,3896975,58843,8712
2020-01-13,96164306,3904644,72819,7669
2020-01-14,96245982,3913649,81676,9005
2020-01-15,96308209,3920586,62226,6937
2020-01-16,96369155,3925301,60946,4715
2020-01-17,96441879,3930397,72723,5096
2020-01-18,96523234,3938104,81355,7707
2020-01-19,96579473,3946660,56239,8556
2020-01-20,96647020,3959724,67546,13064
2020-01-21,96742945,3968995,95924,9271
2020-01-22,96834744,3977193,91799,8198
2020-01-23,97006970,3986728,172226,9535
2020-01-24,97085015,4003485,78044,16757
2020-01-25,97141476,4014333,56461,10848
2020-01-26,97214099,4026567,72622,12234
2020-01-27,97279734,4036161,65635,9594
2020-01-28,97366376,4043998,86641,7837
2020-01-29,97443663,4050060,77287,6062
2020-01-30,97495305,4055053,51641,4993
2020-01-31,97576741,4060812,81435,5759
2020-02-01,97647313,4068375,70572,7563
2020-02-02,97724719,4075451,77405,7076
2020-02-03,97815977,4079931,91258,4480
2020-02-04,97900890,4082715,84912,2784
2020-02-05,98034738,4085932,133848,3217
2020-02-06,98149284,4088732,114546,2800
2020-02-07,98374690,4091945,225405,3213
2020-02-08,98463231,4101196,88541,9251
2020-02-09,98655746,4115564,192514,14368
2020-02-10,98802721,4121288,146975,5724
2020-02-11,99280390,4132773,477669,11485
2020-02-12,99499714,4137886,219324,5113
2020-02-13,99659251,4143665,159537,5779
2020-02-14,99774127,4148198,114875,4533
2020-02-15,99886748,4153139,112621,4941
2020-02-16,100027441,4157307,140692,4168
2020-02-17,100204717,4162890,177276,5583
2020-02-18,100402936,4167704,198218,4814
2020-02-19,100523414,4172490,120477,4786
2020-02-20,100636840,4178000,113425,5510
2020-02-21,100823432,4184204,186592,6204
2020-02-22,100943455,4190843,120022,6639
2020-02-23,101054386,4197797,110930,6954
2020-02-24,101201499,4204685,147113,6888
2020-02-25,101321359,4210112,119859,5427
2020-02-26,101423125,4215506,101766,5394
2020-02-27,101522854,4222033,99728,6527
2020-02-28,101640226,4229324,117371,7291
2020-02-29,101711718,4238955,71492,9631
2020-03-01,101836469,4247191,124750,8236
2020-03-02,101983012,4259022,146542,11831
2020-03-03,102111382,4264209,128370,5187
2020-03-04,102201036,4269270,89653,5061
2020-03-05,102270418,4273949,69381,4679
2020-03-06,102347804,4279097,77386,5148
2020-03-07,102418021,4286446,70217,7349
2020-03-08,102502296,4290556,84274,4110
2020-03-09,102566314,4294183,64017,3627
2020-03-10,102633374,4300131,67059,5948
2020-03-11,102718412,4307344,85037,7213
2020-03-12,102762744,4312418,44331,5074
2020-03-13,102811545,4314612,48801,2194
2020-03-14,102847974,4319882,36428,5270
2020-03-15,102890367,4325906,42393,6024
2020-03-16,102928670,4331753,38303,5847
2020-03-17,102966786,4338899,38115,7146
2020-03-18,103031619,4348483,64833,9584
2020-03-19,103123147,4355442,91528,6959
2020-03-20,103174630,4361037,51482,5595
2020-03-21,103228067,4367742,53436,6705
2020-03-22,103298277,4373510,70210,5768
2020-03-23,103354537,4378646,56259,5136
2020-03-24,103399580,4382734,45043,4088
2020-03-25,103467893,4386438,68312,3704
2020-03-26,103538151,4392284,70257,5846
2020-03-27,103589441,4397537,51290,5253
2020-03-28,103662273,4406163,72831,8626
2020-03-29,103713954,4412086,51681,5923
2020-03-30,103781569,4417367,67614,5281
2020-03-31,104261673,4434242,480104,16875
2020-04-01,104346984,4441451,85311,7209
2020-04-02,104401895,4445519,54910,4068
2020-04-03,104461183,4452561,59288,7042
2020-04-04,104537932,4463510,76748,10949
2020-04-05,104593335,4469893,55403,6383
2020-04-06,104636001,4476530,42666,6637
2020-04-07,104684823,4481312,48821,4782
2020-04-08,104782458,4485102,97635,3790
2020-04-09,104837063,4489365,54605,4263
2020-04-10,104987803,4494115,150739,4750
2020-04-11,105039942,4501883,52138,7768
2020-04-12,105086808,4508964,46865,7081
2020-04-13,105132837,4514309,46029,5345
2020-04-14,105195376,4523753,62539,9444
2020-04-15,105249201,4529002,53825,5249
2020-04-16,105335745,4532630,86543,3628
2020-04-17,105396648,4537049,60902,4419
2020-04-18,105519459,4542129,122811,5080
2020-04-19,105583058,4547240,63599,5111
2020-04-20,105635520,4550766,52461,3526
2020-04-21,105756029,4555135,120509,4369
2020-04-22,105850399,4558999,94369,3864
2020-04-23,105985561,4563132,135162,4133
2020-04-24,106059948,4566715,74386,3583
2020-04-25,106169039,4571262,109090,4547
2020-04-26,106274618,4576157,105579,4895
2020-04-27,106354282,4580651,79663,4494
2020-04-28,106412778,4585217,58495,4566
2020-04-29,106479600,4588065,66822,2848
2020-04-30,106579278,4590370,99677,2305
2020-05-01,106685852,4594541,106574,4171
2020-05-02,106817680,4598501,131827,3960
2020-05-03,106907244,4603559,89564,5058
2020-05-04,106964996,4606778,57751,3219
2020-05-05,107048095,4609688,83099,2910
2020-05-06,107111644,4612167,63548,2479
2020-05-07,107174945,4614092,63301,1925
2020-05-08,107265725,4616695,90779,2603
2020-05-09,107335723,4619888,69998,3193
2020-05-10,107389715,4622491,53991,2603
2020-05-11,107435202,4625121,45487,2630
2020-05-12,107473701,4627608,38499,2487
2020-05-13,107538341,4629918,64640,2310
2020-05-14,107625262,4632063,86921,2145
2020-05-15,107693753,4634690,68490,2627
2020-05-16,107783990,4638104,90237,3414
2020-05-17,107853413,4641655,69422,3551
2020-05-18,107933788,4644076,80375,2421
2020-05-19,107996332,4646403,62543,2327
2020-05-20,108100956,4648887,104623,2484
2020-05-21,108220943,4651316,119987,2429
2020-05-22,108341735,4653793,120791,2477
2020-05-23,108440671,4658481,98935,4688
2020-05-24,108705485,4662990,264813,4509
2020-05-25,108811223,4666309,105738,3319
2020-05-26,108918630,4669308,107406,2999
2020-05-27,109019621,4672119,100991,2811
2020-05-28,109106883,4674859,87262,2740
2020-05-29,109191924,4677455,85040,2596
2020-05-30,109263124,4679844,71200,2389
2020-05-31,109348366,4681713,85241,1869
2020-06-01,109447884,4683466,99517,1753
2020-06-02,109532456,4684880,84572,1414
2020-06-03,109630159,4686458,97703,1578
2020-06-04,109772242,4689751,142082,3293
2020-06-05,109871317,4692032,99074,2281
2020-06-06,109962726,4694998,91409,2966
2020-06-07,110033715,4697155,70989,2157
2020-06-08,110093149,4699128,59433,1973
2020-06-09,110175016,4700903,81867,1775
2020-06-10,110269684,4702675,94667,1772
2020-06-11,110396239,4705887,126554,3212
2020-06-12,110468210,4708126,71971,2239
2020-06-13,110585304,4710453,117093,2327
2020-06-14,110668778,4713507,83473,3054
2020-06-15,110783255,4715752,114477,2245
2020-06-16,110891191,4718398,107936,2646
2020-06-17,110960167,4719992,68975,1594
2020-06-18,111098880,4721815,138712,1823
2020-06-19,111212692,4723415,113812,1600
2020-06-20,111263686,4726022,50993,2607
2020-06-21,111332005,4729109,68319,3087
2020-06-22,111402187,4730823,70182,1714
2020-06-23,111525670,4734189,123482,3366
2020-06-24,111600563,4735879,74893,1690
2020-06-25,111682109,4739453,81546,3574
2020-06-26,111741972,4741436,59863,1983
2020-06-27,111785786,4743538,43813,2102
2020-06-28,111859704,4745164,73917,1626
2020-06-29,111936962,4746617,77258,1453
2020-06-30,112075456,4749695,138494,3078
2020-07-01,112207569,4751570,132113,1875
2020-07-02,112316171,4753951,108601,2381
2020-07-03,112386584,4755926,70413,1975
2020-07-04,112469613,4759183,83028,3257
2020-07-05,112536519,4761685,66906,2502
2020-07-06,112613179,4763754,76659,2069
2020-07-07,112678495,4765804,65316,2050
2020-07-08,112775681,4768180,97185,2376
2020-07-09,112877718,4771068,102037,2888
2020-07-10,112971991,4773972,94272,2904
2020-07-11,113138747,4778057,166755,4085
2020-07-12,113282398,4781171,143650,3114
2020-07-13,113387632,4782825,105234,1654
2020-07-14,113497536,4784592,109903,1767
2020-07-15,113588499,4786370,90963,1778
2020-07-16,113672350,4788467,83851,2097
2020-07-17,113752956,4790082,80605,1615
2020-07-18,113821726,4792211,68770,2129
2020-07-19,113938449,4793672,116723,1461
2020-07-20,114044159,4795026,105709,1354
2020-07-21,114148791,4796614,104632,1588
2020-07-22,114288500,4798108,139708,1494
2020-07-23,114406090,4799519,117589,1411
2020-07-24,114531066,4801155,124975,1636
2020-07-25,114682653,4802829,151587,1674
2020-07-26,114798032,4804240,115378,1411
2020-07-27,114914977,4805299,116944,1059
2020-07-28,115024683,4806458,109706,1159
2020-07-29,115192023,4807609,167340,1151
2020-07-30,115344596,4809025,152572,1416
2020-07-31,115428067,4810158,83471,1133
2020-08-01,115519987,4811384,91919,1226
2020-08-02,115705156,4812712,185169,1328
2020-08-03,115842963,4813852,137806,1140
2020-08-04,116279863,4819144,436900,5292
2020-08-05,116419793,4821162,139929,2018
2020-08-06,116540695,4822757,120902,1595
2020-08-07,116666549,4824325,125853,1568
2020-08-08,116810008,4826087,143459,1762
2020-08-09,116958965,4827400,148957,1313
2020-08-10,117046450,4828277,87485,877
2020-08-11,117146757,4829111,100306,834
2020-08-12,117227822,4829472,81065,361
2020-08-13,117356145,4830487,128322,1015
2020-08-14,117516204,4831460,160058,973
2020-08-15,117674933,4832449,158729,989
2020-08-16,117817667,4833669,142734,1220
2020-08-17,117906823,4834585,89155,916
2020-08-18,118077596,4835631,170772,1046
2020-08-19,118184704,4836632,107108,1001
2020-08-20,118309592,4837899,124888,1267
2020-08-21,118430363,4838823,120770,924
2020-08-22,118564231,4839856,133868,1033
2020-08-23,118757708,4841179,193476,1323
2020-08-24,118878641,4842168,120932,989
2020-08-25,118999325,4843432,120684,1264
2020-08-26,119132610,4844606,133284,1174
2020-08-27,119284361,4845921,151751,1315
2020-08-28,119539338,4847375,254976,1454
2020-08-29,119692053,4850479,152714,3104
2020-08-30,119839522,4853171,147469,2692
2020-08-31,120000285,4854473,160762,1302
2020-09-01,120063072,4854763,62787,290
2020-09-02,120133376,4855331,70303,568
2020-09-03,120275193,4856654,141817,1323
2020-09-04,120418152,4858062,142959,1408
2020-09-05,120502453,4859287,84300,1225
2020-09-06,120673369,4860864,170916,1577
2020-09-07,120828804,4862522,155434,1658
2020-09-08,120943344,4863994,114540,1472
2020-09-09,121084105,4865475,140761,1481
2020-09-10,121220290,4866699,136184,1224
2020-09-11,121435871,4868083,215581,1384
2020-09-12,121625707,4869461,189835,1378
2020-09-13,121884008,4871049,258301,1588
2020-09-14,122140196,4872313,256188,1264
2020-09-15,122619190,4875270,478994,2957
2020-09-16,122814776,4877917,195585,2647
2020-09-17,122994267,4879544,179491,1627
2020-09-18,123401588,4882740,407321,3196
2020-09-19,123700103,4884578,298514,1838
2020-09-20,124129920,4886901,429816,2323
2020-09-21,124345022,4888632,215102,1731
2020-09-22,124912333,4892540,567311,3908
2020-09-23,125394212,4897540,481878,5000
2020-09-24,126094516,4900957,700304,3417
2020-09-25,126885618,4905059,791102,4102
2020-09-26,127550445,4907912,664827,2853
2020-09-27,128196830,4911178,646384,3266
2020-09-28,129243556,4914137,1046726,2959
2020-09-29,129817527,4916569,573971,2432
2020-09-30,130227151,4919111,409623,2542
2020-10-01,130617862,4921458,390711,2347
2020-10-02,130958681,4923914,340819,2456
2020-10-03,131408938,4927176,450256,3262
2020-10-04,131810241,4929883,401303,2707
2020-10-05,132187882,4932792,377640,2909
2020-10-06,132562298,4936003,374415,3211
2020-10-07,132957403,4938836,395105,2833
2020-10-08,133365254,4941376,407850,2540
2020-10-09,133788198,4944185,422943,2809
2020-10-10,134156506,4946666,368308,2481
2020-10-11,134476320,4949696,319813,3030
2020-10-12,134784590,4952369,308270,2673
2020-10-13,135055793,4954835,271202,2466
2020-10-14,135385040,4957651,329246,2816
2020-10-15,135872254,4960310,487214,2659
2020-10-16,136158231,4962781,285977,2471
2020-10-17,136618638,4966013,460406,3232
2020-10-18,136955123,4969184,336485,3171
2020-10-19,137385896,4971979,430773,2795
2020-10-20,137607466,4974220,221569,2241
2020-10-21,137905540,4976274,298073,2054
2020-10-22,138415959,4978365,510418,2091
2020-10-23,138673365,4981070,257406,2705
2020-10-24,139099678,4985944,426312,4874
2020-10-25,139460777,4991541,361098,5597
2020-10-26,139772354,4995283,311577,3742
2020-10-27,139981372,4999455,209018,4172
2020-10-28,140253938,5002610,272565,3155
2020-10-29,140506466,5005985,252527,3375
2020-10-30,140751430,5009519,244964,3534
2020-10-31,141045163,5014233,293732,4714
2020-11-01,141395851,5017482,350688,3249
2020-11-02,141620797,5019895,224945,2413
2020-11-03,141955931,5022438,335133,2543
2020-11-04,142230074,5025093,274143,2655
2020-11-05,142431669,5027606,201594,2513
2020-11-06,142897447,5029857,465777,2251
2020-11-07,143202630,5032462,305183,2605
2020-11-08,143522436,5036091,319806,3629
2020-11-09,143765799,5038871,243362,2780
2020-11-10,144117437,5041937,351638,3066
2020-11-11,144507895,5045017,390458,3080
2020-11-12,145515837,5061972,1007941,16955
2020-11-13,145968590,5065338,452752,3366
2020-11-14,146417778,5069488,449188,4150
2020-11-15,146788827,5073308,371049,3820
2020-11-16,147121779,5076412,332951,3104
2020-11-17,147401679,5078809,279900,2397
2020-11-18,147714020,5081368,312340,2559
2020-11-19,148082851,5084411,368831,3043
2020-11-20,148355151,5086781,272300,2370
2020-11-21,149007321,5089239,652169,2458
2020-11-22,149360195,5091777,352874,2538
2020-11-23,149668800,5093635,308604,1858
2020-11-24,149876170,5095288,207370,1653
2020-11-25,150090416,5097441,214246,2153
2020-11-26,150308019,5099364,217602,1923
2020-11-27,150653418,5103891,345398,4527
2020-11-28,151001544,5108081,348126,4190
2020-11-29,151457389,5111637,455845,3556
2020-11-30,151720652,5113410,263262,1773
2020-12-01,151886721,5115568,166068,2158
2020-12-02,152371500,5118445,484779,2877
2020-12-03,152598266,5120962,226766,2517
2020-12-04,153065773,5123914,467507,2952
2020-12-05,153406949,5127351,341175,3437
2020-12-06,153791624,5131008,384674,3657
2020-12-07,154031541,5133761,239917,2753
2020-12-08,154338535,5136192,306994,2431
2020-12-09,154529766,5138393,191230,2201
2020-12-10,154746078,5141039,216311,2646
2020-12-11,155442427,5149216,696349,8177
2020-12-12,155731246,5153034,288818,3818
2020-12-13,156125667,5156149,394420,3115
2020-12-14,156383748,5158669,258081,2520
2020-12-15,156573880,5160821,190132,2152
2020-12-16,156802829,5162688,228948,1867
2020-12-17,157054360,5163940,251530,1252
2020-12-18,157345043,5166344,290682,2404
2020-12-19,157663398,5168986,318355,2642
2020-12-20,158203922,5172040,540523,3054
2020-12-21,158553045,5174244,349123,2204
2020-12-22,159102090,5177015,549045,2771
2020-12-23,159382745,5179069,280654,2054
2020-12-24,159747426,5181495,364680,2426
2020-12-25,160113297,5183403,365871,1908
2020-12-26,160467270,5185664,353972,2261
2020-12-27,160857129,5187905,389859,2241
2020-12-28,161097429,5189608,240300,1703
2020-12-29,161334113,5191470,236684,1862
2020-12-30,161690462,5193041,356348,1571
2020-12-31,161947774,5194742,257312,1701
2021-01-01,162400359,5198261,452585,3519
2021-01-02,162665766,5200384,265406,2123
2021-01-03,162992791,5201594,327025,1210
2021-01-04,163360209,5202998,367417,1404
2021-01-05,163975849,5204477,615639,1479
2021-01-06,164950126,5206090,974277,1613
2021-01-07,165433382,5207407,483255,1317
2021-01-08,166002047,5209537,568665,2130
2021-01-09,166531906,5211479,529858,1942
2021-01-10,167373715,5213293,841808,1814
2021-01-11,167650322,5214563,276607,1270
2021-01-12,167961010,5216224,310688,1661
2021-01-13,168513784,5218614,552773,2390
2021-01-14,168978072,5221345,464287,2731
2021-01-15,169423719,5223806,445646,2461
2021-01-16,170076354,5227163,652634,3357
2021-01-17,170584953,5229154,508599,1991
2021-01-18,171286103,5231164,701149,2010
2021-01-19,171806263,5232791,520160,1627
2021-01-20,172412900,5234962,606636,2171
2021-01-21,172997610,5237175,584710,2213
2021-01-22,173618322,5239440,620712,2265
2021-01-23,175120115,5241645,1501792,2205
2021-01-24,176226081,5244015,1105965,2370
2021-01-25,176974439,5245841,748358,1826
2021-01-26,177792577,5248884,818137,3043
2021-01-27,178934724,5251124,1142147,2240
2021-01-28,179595151,5252484,660426,1360
2021-01-29,180828583,5255412,1233432,2928
2021-01-30,183952803,5261692,3124219,6280
2021-01-31,190711470,5270011,6758667,8319
2021-02-01,198630910,5275607,7919439,5596
2021-02-02,205513430,5279316,6882519,3709
2021-02-03,208929918,5281683,3416488,2367
2021-02-04,212659317,5283607,3729398,1924
2021-02-05,214850029,5285149,2190711,1542
2021-02-06,217291742,5288080,2441713,2931
2021-02-07,219792673,5290548,2500930,2468
2021-02-08,223696249,5292182,3903576,1634
2021-02-09,226437550,5293665,2741300,1483
2021-02-10,228171702,5294738,1734152,1073
2021-02-11,231788191,5298324,3616488,3586
2021-02-12,233765993,5301298,1977801,2974
2021-02-13,237897741,5304435,4131747,3137
2021-02-14,245666344,5308303,7768603,3868
2021-02-15,251908398,5311745,6242053,3442
2021-02-16,260373014,5316441,8464616,4696
2021-02-17,270349809,5320520,9976794,4079
2021-02-18,280410340,5324073,10060531,3553
2021-02-19,292134354,5327487,11724013,3414
2021-02-20,300461468,5330756,8327113,3269
2021-02-21,316953893,5336705,16492425,5949
2021-02-22,332589970,5340354,15636076,3649
2021-02-23,339038236,5342808,6448266,2454
2021-02-24,346970156,5348129,7931920,5321
2021-02-25,352672357,5353683,5702201,5554
2021-02-26,359144731,5362001,6472373,8318
2021-02-27,368032800,5373456,8888068,11455
2021-02-28,375020237,5379877,6987437,6421
2021-03-01,384836854,5393192,9816616,13315
2021-03-02,395832285,5402443,10995431,9251
2021-03-03,405311572,5409114,9479287,6671
2021-03-04,412478336,5415664,7166763,6550
2021-03-05,420293565,5423478,7815228,7814
2021-03-06,425696068,5430345,5402503,6867
2021-03-07,432470222,5439852,6774154,9507
2021-03-08,442431723,5449029,9961500,9177
2021-03-09,453394434,5457248,10962710,8219
